ID,Región,Comuna,Especie,Altura_m,Diametro_cm,Densidad_Arboles_ha,Carbono_Almacenado_tn,Indice_de_Vigor,Edad_Aprox_Anios,Cobertura_Copa_%
190,Los Lagos,Coyhaique,Laurelia sempervirens,16.72806708192684,26.562098625597407,306,55.43617194313177,0.6938806887083223,45,40.7019144284499
191,Aysén,Pto Montt,Laurelia sempervirens,7.111489541835705,31.61039507812854,368,48.41317846902852,0.8842073518293186,113,21.323908079025863
192,Aysén,Pto. Montt,Laurelia sempervirens,17.355718748810453,42.17289733922768,293,68.57836994233472,0.4721167442332409,13,66.83101179506384
193,Los Ríos,Coyaique,Nothofagus pumilio,13.380400917265352,28.46488536206803,479,28.22174486747377,0.3829093281797856,67,62.89044694605735
194,Aysén,Pta Arenas,Fitzroya cupressoides,21.649984187733285,27.58945749683332,502,42.65457244777642,0.2511584013582857,81,13.517731329716389
195,Aysén,Validvia,Fitzroya cupressoides,18.39756127039705,17.276050227947813,251,40.44007019089939,0.6042054798633042,41,76.92750233047609
196,Los Lagos,Pta. Arenas,Nothofagus dombeyi,20.48353215170064,23.694569042619847,336,55.97062339202207,0.879852048038716,18,29.89946130329458
197,Loslagos,Coyhaique,Fitzroya cupressoides,11.228969593024765,27.39230153743932,187,63.43754438530951,0.324661267185194,105,44.578166039283374
198,Magallane,Valdivia,Fitzroya cupressoides,20.241051343808643,17.614368109653327,110,57.07228328040844,0.3962355245373035,77,63.43469883645939
199,Los Ríos,Coyhaique,Laurelia sempervirens,22.223562471821413,18.520641817906224,286,57.30974724828368,0.4066255175499839,76,44.35350294818026
200,Aysén,Coyhaique,Laurelia sempervirens,14.806430883098296,30.336013166439898,313,44.58336321173081,0.5608123417775172,43,45.30302422399547
201,Aysén,Pto Montt,Nothofagus dombeyi,11.303246903167558,11.502958543280396,114,54.811397871742095,0.2284089615674386,44,15.25023962685923
202,Magallane,Valdivia,Nothofagus obliqua,11.391063993827952,21.208369843786684,365,37.40243193829415,0.8222111553077043,58,42.1154839408003
203,Aysén,Pto. Montt,Nothofagus dombeyi,21.195064960079826,49.44593993597022,396,60.11208402511699,0.2956022775042213,7,71.18783145759868
204,Los Rios,Valdivia,Nothofagus dombeyi,28.421728712116558,26.54531352859928,510,42.49095493005019,0.7053626908966819,59,83.21410697492782
205,Magallanes y de la Antártica Chilena,Coyhaique,Nothofagus pumilio,10.09177464912389,25.29276591796149,543,33.17735659549439,0.513215741779552,115,43.07977096506974
206,Los Ríos,Coyhaique,Nothofagus pumilio,9.7073997497872,26.500541654851595,172,50.56729153748128,0.5858976033527569,108,43.88686615032631
207,Magallanes y de la Antártica Chilena,Pta. Arenas,Nothofagus dombeyi,19.6070709033724,26.658476185456674,151,21.30325753482968,0.1796087388273028,37,66.21016850589217
208,Magallanes y de la Antártica Chilena,Valdivia,Nothofagus dombeyi,11.230432353166778,35.74868869838384,227,72.1155510799401,0.7350231981781705,100,85.42176008842213
209,Loslagos,Puerto Montt,Nothofagus dombeyi,20.09177692114135,35.04866153177801,127,61.956484953675485,0.1886205190426311,75,31.364875219148814
210,Los Rios,Pta. Arenas,Fitzroya cupressoides,17.32673086763323,26.0924158693548,164,55.05454775371704,0.1134736376274391,23,45.21153652303495
211,Aysenn,Pta. Arenas,Nothofagus pumilio,14.88011348751018,27.861625768620577,116,25.644728819078747,0.546679499888787,38,73.6778594841841
212,Aysén,Punta Arenas,Nothofagus dombeyi,17.20635767260844,43.12773117990059,450,39.49714725389878,0.7092971369176653,82,58.77548554992308
213,Los Ríos,Pto. Montt,Laurelia sempervirens,16.90099184576697,14.896952455297498,527,50.60837652307778,0.0500358364347567,54,18.846907517116374
214,Aysenn,Punta Arenas,Laurelia sempervirens,14.10196751106912,29.42417983451279,237,46.053428434621885,0.069395314940542,51,60.21861884498126
215,Aysén,Puerto Montt,Fitzroya cupressoides,6.218194841807527,31.35246540351232,418,24.67152551828791,0.802679162705919,50,24.93970276778615
216,Los Ríos,Punta Arenas,Fitzroya cupressoides,15.893253642945174,22.23317139900885,328,30.25356491695788,0.809032699507332,60,50.81727472627233
217,Magallanes y de la Antártica Chilena,Puertomontt,Nothofagus obliqua,22.86530183032082,28.848633965087025,353,45.753584046296325,0.2453047170590812,61,52.32826141283508
218,Losrios,Coihaique,Nothofagus obliqua,6.956156683977383,20.883235391981167,576,30.750659021242512,0.6152282028002035,87,80.09626897799879
219,Magallanes y de la Antártica Chilena,Coyaique,Nothofagus obliqua,10.171074899305276,36.37169070701504,309,70.57080985824892,0.4431800751446595,55,46.99954192099505
220,Aysén,Coyaique,Fitzroya cupressoides,17.134134873830053,16.617933444956208,530,57.41807539108749,0.632696041403513,58,32.35539377887154
221,Aysén,Coyaique,Fitzroya cupressoides,15.192959313661405,40.62333662420059,393,37.94803836141453,0.8628792840992251,94,28.47730785728253
222,Aysén,Coyhaique,Fitzroya cupressoides,17.055910797921445,29.266948429104424,330,67.5373224202357,0.0798564245822565,85,79.94015013474689
223,Loslagos,Punta Arenas,Laurelia sempervirens,11.503408960861693,25.51966140566289,340,64.51559883010535,0.7779844259884543,32,23.680868353458276
224,Magallane,Pta Arenas,Fitzroya cupressoides,20.81229143296153,19.953029003457264,169,54.33437534580379,0.4930291045210393,23,44.0694848706515
225,Los Lagoss,Punta Arenas,Laurelia sempervirens,15.234502828451054,40.306577959874645,203,49.40620649804069,0.5641269437619965,31,24.97384919415576
226,Los Lagos,Pto. Montt,Nothofagus obliqua,18.484927611715285,23.481378659660407,303,45.522892876552405,0.6539313600171203,52,71.86432320915003
227,Losrios,Pto Montt,Nothofagus obliqua,16.60138705485548,18.32751440505517,152,41.90091938327515,0.9226231491291074,23,47.94981119796952
228,Loslagos,Puertomontt,Nothofagus obliqua,15.877474839804965,40.51463319008119,561,29.9481212118822,0.0567199535517378,101,38.091495244544966
229,Los Rios,Puerto Montt,Nothofagus dombeyi,18.13416828514065,20.956941865053416,527,72.92493132646999,0.0294763521244476,55,38.88797125011735
230,Losrios,Coihaique,Nothofagus dombeyi,15.932439769834753,29.05517685855513,474,42.19230171843175,0.1782617814887734,11,78.17713653783835
231,Los Lagos,Coihaique,Nothofagus pumilio,9.04900485952244,38.18803775737263,429,50.42300914568499,0.9864477260267364,33,54.30191634355505
232,Magallanes y de la Antártica Chilena,Coyhaique,Nothofagus pumilio,20.436784128579824,31.57957602780954,153,36.34628215549071,0.7150763673777757,47,67.42942809050109
233,Magallanes y de la Antártica Chilena,Valdivia,Nothofagus pumilio,19.09063643124092,47.30851545869974,375,46.10824225086005,0.6146411190545019,73,81.76308130005476
234,Magalanes,Pta. Arenas,Nothofagus dombeyi,4.465748043210951,21.650496317123224,434,92.76166135804613,0.0470390534147479,98,82.13933408325136
235,Magalanes,Puertomontt,Nothofagus dombeyi,11.728998575621612,27.894886634002592,130,39.11003144382159,0.8791102238929648,117,36.28072434702905
236,Magallanes y de la Antártica Chilena,Pto. Montt,Nothofagus pumilio,20.211802312464037,28.668218597323182,234,71.72893661812327,0.8127568532971595,111,86.19610105171083
237,Los Lagos,Coyhaique,Nothofagus pumilio,5.865357267610831,36.21234952573995,157,49.58291724269152,0.6648000438670849,62,11.990070561168436
238,Los Lagos,Pto. Montt,Fitzroya cupressoides,19.717834409503723,42.88623127838093,204,60.19907695241969,0.3391308154847027,12,40.146844881293255
239,Aysenn,Puerto Montt,Nothofagus pumilio,14.293887321728748,30.73616509628697,365,68.66870383094377,0.0705049555682573,46,81.66390860070733
240,Magallane,Pta. Arenas,Fitzroya cupressoides,21.701412851669957,28.62336169639716,109,54.08401076608996,0.5800384879009225,80,31.970950385358638
241,Los Lagos,Coihaique,Laurelia sempervirens,14.99426605462268,15.170081321701348,595,44.72439265429565,0.7196945714608375,46,31.84651602570547
242,Aysén,Pta Arenas,Nothofagus dombeyi,11.389660035021862,31.12381189796695,352,47.20863532576341,0.0942403504772474,17,34.2097828065511
243,Magalanes,Valdivia,Nothofagus pumilio,16.540428303795704,23.496999900035465,394,47.71357277530493,0.6337676597984959,30,58.98507078775378
244,Losrios,Valdivia,Nothofagus dombeyi,14.848072552450068,36.1843631059877,255,77.96555835373118,0.2863660678871585,22,45.06662204914831
245,Aysén,Valdivia,Nothofagus dombeyi,10.945744329296597,25.90315810781972,257,27.73811334259414,0.7642442212198117,46,68.1387869082674
246,Los Lagos,Coyhaique,Nothofagus dombeyi,26.091717415056934,27.593619456299287,136,23.439095633108103,0.539615850601837,55,81.59285140517326
247,Los Ríos,Pto Montt,Laurelia sempervirens,10.144509092078426,15.397319854164303,218,24.43920624203349,0.1290367878104367,117,63.93594999542885
248,Los Ríos,Coihaique,Nothofagus obliqua,3.78522312470103,11.885479162374612,166,36.59102849641366,0.526519447733236,88,26.35733761580604
249,Los Rios,Coyhaique,Nothofagus pumilio,22.908494840607464,48.60987040183611,341,60.50124615797543,0.3957368633667186,20,84.61455218884018
250,Aysenn,Puerto Montt,Nothofagus obliqua,12.082182638420369,31.29683909565276,398,61.421289386062966,0.1803559682816519,105,31.15942986779828
251,Los Lagoss,Punta Arenas,Nothofagus obliqua,13.516133695171522,34.04335477630609,562,40.88746037889939,0.8415157240621232,7,21.99154362625265
252,Los Ríos,Valdivia,Nothofagus obliqua,13.21046967685483,20.87705036817247,312,49.5726270851024,0.0110284484991362,95,17.197382308876872
253,Magalanes,Pta Arenas,Nothofagus dombeyi,12.15174282920837,38.75523607178613,407,33.25552047368248,0.3121282768781059,83,55.07069925329325
254,Losrios,Validvia,Fitzroya cupressoides,11.16903764368277,36.9513989590436,200,34.64671568890448,0.0125950381694267,102,19.100996998452143
255,Los Ríos,Coihaique,Nothofagus dombeyi,10.015913487515178,21.975728055771903,155,58.69800258517318,0.0960069465061527,49,21.10207072901046
256,Aysén,Valdivia,Nothofagus dombeyi,15.323798808522827,19.40494564154613,431,65.71526091662597,0.297096219173081,26,34.00243844763973
257,Aysén,Coyhaique,Nothofagus obliqua,12.990062211621824,22.67472316172727,423,42.84771763354786,0.0542711853893735,108,32.532240774757106
258,Los Lagoss,Pta Arenas,Nothofagus dombeyi,18.65181095166973,29.71717351292888,338,74.52522681246205,0.5966305323571411,27,58.33916082657139
259,Magallanes y de la Antártica Chilena,Coihaique,Nothofagus obliqua,17.41347025808077,31.67107003140225,492,64.48408023179165,0.0868629079861827,63,75.33962235781452
260,Aysén,Punta Arenas,Fitzroya cupressoides,10.36243903237298,30.38394008238651,330,73.87588778383326,0.7017136340660952,66,70.9079724962314
261,Los Ríos,Pto Montt,Nothofagus pumilio,15.54260638036178,42.98730108640204,461,45.48592896357623,0.0526421126271611,117,30.998756377318134
262,Los Lagos,Pto. Montt,Nothofagus obliqua,12.910808379393233,22.850431499039416,480,72.81029368448968,0.0593088948010968,72,29.624839838878398
263,Los Ríos,Puertomontt,Fitzroya cupressoides,10.041697786831673,19.133380089710805,191,82.69313959963662,0.3053258990332663,119,87.26332240855741
264,Losrios,Coihaique,Nothofagus pumilio,18.447157852575664,30.000990218518204,378,43.81223699965971,0.8965715249692775,58,10.65889932735681
265,Aysén,Pto Montt,Laurelia sempervirens,14.393373603458176,13.069151841690536,546,47.68746442447871,0.6413932487233165,61,80.37764264481726
266,Los Lagos,Valdivia,Nothofagus obliqua,12.962249899147604,36.957374985106185,208,35.784222463904015,0.7701312919289194,109,25.9782815297924
267,Magallanes y de la Antártica Chilena,Pta. Arenas,Nothofagus obliqua,10.722163817883605,30.979632644761267,416,32.836773557587584,0.141552109477106,27,85.78274584718143
268,Magallanes y de la Antártica Chilena,Punta Arenas,Laurelia sempervirens,9.860316194633306,26.619619590900538,267,33.01172988100558,0.8341254332472459,115,37.38458278620158
269,Aysenn,Valdivia,Laurelia sempervirens,24.94384011957273,26.06447126750861,399,37.82800802319061,0.0081462481942351,64,45.228141911460185
270,Aysén,Coyhaique,Nothofagus obliqua,16.670593248149984,39.09995782121233,569,54.12106968478357,0.2130573507330061,77,66.56964911555048
271,Los Lagos,Coyhaique,Laurelia sempervirens,9.544354813985915,38.78147935338531,507,38.462006908679726,0.6160923211499935,92,57.013524117860825
272,Magallanes y de la Antártica Chilena,Pta Arenas,Nothofagus dombeyi,16.439329491614064,27.53628141586647,534,53.66243831880302,0.3752464085940503,89,35.43514637654582
273,Magallanes y de la Antártica Chilena,Puertomontt,Nothofagus pumilio,20.31008088397769,35.91768823557879,541,53.97267726792428,0.9841933917185636,109,54.30647326942588
274,Magallanes y de la Antártica Chilena,Coihaique,Nothofagus pumilio,15.837588062650212,38.633704618403385,317,42.94813409188432,0.0303392468183182,114,68.4565507490309
275,Los Ríos,Coihaique,Nothofagus pumilio,21.870106710665624,33.35526225624713,321,49.06044343146042,0.9985981679365432,59,13.386795672199368
276,Magalanes,Validvia,Nothofagus dombeyi,7.285934289650164,27.945349803712748,260,42.0813141097053,0.6236278328613161,84,10.89594442045633
277,Losrios,Valdivia,Laurelia sempervirens,5.043389763098947,33.81167707490601,115,45.33890340085322,0.5587069945960965,67,46.6453551258313
278,Los Lagoss,Puertomontt,Fitzroya cupressoides,16.302587109268767,19.60913357070625,377,37.86705538303678,0.0595124425639743,60,20.54692942428113
279,Los Rios,Coyhaique,Laurelia sempervirens,16.382480716869416,30.71105569293925,596,51.261570346742246,0.2733288766658907,59,63.14754331717715
280,Los Lagoss,Coyaique,Nothofagus obliqua,-1.6975008912712113,27.66873744373743,156,40.99181201810251,0.9246626882915956,29,27.12419649819473
281,Magallane,Valdivia,Nothofagus pumilio,11.882119543989925,26.10134376206532,161,32.50901186093307,0.3542460031892442,30,44.62808854365368
282,Magallanes y de la Antártica Chilena,Coihaique,Laurelia sempervirens,9.956688428082725,12.734789881365696,597,58.90143333272806,0.661653200467251,53,25.813674949941515
283,Los Lagos,Punta Arenas,Fitzroya cupressoides,8.040268796484218,19.724022485875707,462,59.40936801928195,0.9994963504187216,67,53.87868685992996
284,Aysén,Valdivia,Nothofagus obliqua,9.944791176950948,25.141051758746183,565,66.67547803466161,0.2630697138335411,49,19.284276750765518
285,Loslagos,Pto. Montt,Nothofagus dombeyi,17.9789390079968,38.950391806387564,426,34.634039380937324,0.5760808790144938,77,11.84854822299842
286,Aysén,Valdivia,Nothofagus dombeyi,9.91297489355146,32.858234904039875,341,42.7860903993352,0.6964377927022132,83,14.090531048535777
287,Losrios,Coyhaique,Fitzroya cupressoides,10.084389327090792,39.396742480279016,189,53.45743107634584,0.1646272465654151,43,86.3406753212248
288,Los Ríos,Puerto Montt,Nothofagus obliqua,6.905973455711605,42.4291338240013,171,42.469401847816094,0.1486725636961821,101,21.382897488874868
289,Los Ríos,Validvia,Nothofagus pumilio,21.34454821257913,33.29309145249496,425,58.56367975711733,0.4563079116581733,69,66.67826025094682
290,Magallanes y de la Antártica Chilena,Punta Arenas,Laurelia sempervirens,17.173161827353173,31.402934106802967,129,57.46899331225904,0.3858125217592894,73,15.4340963378261
291,Los Ríos,Punta Arenas,Nothofagus obliqua,2.538218985485494,20.270060033147896,458,57.18943034286599,0.7142154368573138,60,18.652828178814573
292,Aysén,Validvia,Nothofagus dombeyi,10.088799603884068,49.86671264573309,506,71.89500849956397,0.0695087714485862,13,50.71010011274677
293,Losrios,Punta Arenas,Fitzroya cupressoides,17.64258942197463,15.821559282898097,387,59.66115611687674,0.9721666237406904,112,47.18967441234749
294,Los Lagos,Punta Arenas,Fitzroya cupressoides,21.406962744914185,31.18734088208495,185,52.3083666722214,0.0142769816858323,74,86.12642475518956
295,Los Lagos,Punta Arenas,Laurelia sempervirens,19.204193796833284,38.32799003545382,333,47.096967701051945,0.6013168243361512,32,85.58683624165899
296,Magallanes y de la Antártica Chilena,Pto. Montt,Fitzroya cupressoides,13.221585448710572,38.46737577531338,334,48.14203837734776,0.5626325958673883,49,72.36869140339721
297,Los Lagoss,Pta Arenas,Fitzroya cupressoides,5.343115696034808,18.449109095606765,412,34.0368476923989,0.1347157308697257,30,58.16814641018798
298,Aysenn,Punta Arenas,Nothofagus obliqua,19.351244969556557,25.800969971324097,464,23.51434719574968,0.1509159827135298,32,46.396825391440885
299,Losrios,Pta Arenas,Nothofagus pumilio,13.515515743397478,22.010452278823365,364,56.95634191596596,0.7926774877946268,44,38.49428274627368
300,Magallane,Puerto Montt,Laurelia sempervirens,15.34431007307535,10.195657704339794,386,68.35449406344598,0.8875624584126831,19,85.76700375804444
301,Losrios,Valdivia,Nothofagus obliqua,14.112897808957516,31.30326741744961,426,45.04827615045895,0.2830169658837695,10,58.23270491397484
302,Los Rios,Coyaique,Nothofagus pumilio,8.22235250211866,22.823846037600227,492,73.80641238548895,0.4379639639625684,31,56.32580221487956
303,Aysén,Punta Arenas,Nothofagus obliqua,16.821251061114946,45.054822847113456,368,47.35231350377794,0.3549950410383535,42,28.55208974151319
304,Loslagos,Valdivia,Nothofagus obliqua,16.132295155567235,36.15174438188672,285,20.693420283304864,0.0725470129866519,72,13.735825430809044
305,Loslagos,Pta Arenas,Fitzroya cupressoides,12.871055785426009,30.414019502141063,230,63.77373880594404,0.6732042460158094,79,85.61508638076356
306,Losrios,Pto Montt,Nothofagus pumilio,17.355528999312437,25.27300467629131,390,42.81067644142782,0.8251929348056901,89,35.098820707572315
307,Magalanes,Validvia,Laurelia sempervirens,8.130002262883469,31.151160697856746,580,65.13168016280021,0.3048793573912071,68,45.4071218659567
308,Los Lagos,Puertomontt,Laurelia sempervirens,13.654986120584455,27.4412618408422,376,30.8370877410254,0.9901757936307184,34,19.171195486856547
309,Magalanes,Pta Arenas,Nothofagus pumilio,15.130637364678943,30.695391088931085,419,56.18066243221475,0.0758515572823549,86,76.95394639274336
310,Los Lagoss,Punta Arenas,Fitzroya cupressoides,6.325361839324689,49.01635770831969,450,37.99308374683531,0.6617907138145209,103,12.21054662847445
311,Magallane,Pto Montt,Nothofagus dombeyi,14.714516945819732,19.352438446523223,279,53.021072998435336,0.4482280145260889,7,76.71926096792772
312,Aysén,Coyhaique,Nothofagus obliqua,18.66822573340648,28.313581313517265,389,61.49910041863034,0.4466019011066559,66,21.22280102303734
313,Magallanes y de la Antártica Chilena,Puerto Montt,Fitzroya cupressoides,13.48384537978566,37.06388400302224,579,58.016015019408286,0.4576456160335402,16,80.92512901049217
314,Aysén,Punta Arenas,Nothofagus pumilio,14.829425487428278,25.998591582141756,476,51.04051749545139,0.2586817738014284,95,68.38181098689259
315,Aysenn,Puerto Montt,Nothofagus obliqua,17.811720196170835,45.805418406083696,262,29.323113406816656,0.7155628273322324,34,23.173621000584408
316,Magallanes y de la Antártica Chilena,Coyhaique,Laurelia sempervirens,13.060999455668636,36.784591530118384,370,60.95516270827648,0.7215765260850269,89,55.265439428757446
317,Aysén,Pto Montt,Nothofagus dombeyi,13.511013002278556,22.811095848303765,475,65.47145656993399,0.282397110105827,42,35.01250514841756
318,Losrios,Coihaique,Laurelia sempervirens,9.116482427337663,32.04068702274982,195,34.355044637651865,0.8353064608584502,89,24.25864791292668
319,Aysenn,Coihaique,Nothofagus pumilio,14.925316113396176,22.95391265812199,361,36.55956178541,0.31684494365033,64,78.73457595288868
320,Los Lagos,Puertomontt,Nothofagus obliqua,13.3257575819761,22.033416856459056,464,66.10336037049368,0.7250931239865422,42,42.28182132057835
321,Magallanes y de la Antártica Chilena,Puertomontt,Nothofagus pumilio,17.495448975266612,28.59802020290419,568,46.87337656146101,0.1209997675120664,108,41.8834971492306
322,Los Ríos,Validvia,Nothofagus obliqua,17.817299770916193,42.63761161901781,452,36.94829993891628,0.1687016428037456,19,23.5909339845296
323,Magallanes y de la Antártica Chilena,Pta. Arenas,Fitzroya cupressoides,18.956045195064405,37.45445039784717,387,54.088316202789095,0.3157956445082511,22,40.645254086862295
324,Los Lagos,Coyaique,Nothofagus dombeyi,12.458698245524346,29.77422393502744,535,40.42213418068373,0.5938737676678615,56,79.72934770630802
325,Los Lagos,Valdivia,Fitzroya cupressoides,4.11709457187942,37.811861948023925,182,52.41563197108972,0.6455114854786993,33,39.05029683917087
326,Loslagos,Pto Montt,Fitzroya cupressoides,18.708198732323872,32.686187104158286,324,43.80189993730478,0.3963561719674748,116,86.12828499998304
327,Aysén,Pta Arenas,Nothofagus pumilio,17.155604820487046,18.30106974374712,511,45.08733769879184,0.077839153110514,106,85.704711936671
328,Aysén,Validvia,Nothofagus dombeyi,11.823541976569553,28.548623808116897,322,66.65596075786178,0.3736346520927243,64,21.59189274458768
329,Magallanes y de la Antártica Chilena,Coyhaique,Nothofagus obliqua,17.774700997836685,29.268404040185345,568,12.972129798124897,0.6887675159591515,25,24.18490028181159
330,Magalanes,Valdivia,Nothofagus obliqua,7.757050987418792,37.61690336925962,217,58.32126131652866,0.6709954611303159,21,79.01392562655113
331,Los Rios,Coihaique,Laurelia sempervirens,20.151201064351376,24.335294993979037,581,64.1817616739974,0.1601964132054427,109,41.42087351397754
332,Los Rios,Puerto Montt,Nothofagus obliqua,13.33187724102975,20.873354243392296,291,40.67008788233517,0.0077839702689671,119,10.349918582640749
333,Magallanes y de la Antártica Chilena,Punta Arenas,Nothofagus pumilio,10.855361934975525,29.54453043213193,178,64.06648031544727,0.7529816172961168,22,31.90974557642968
334,Aysén,Punta Arenas,Fitzroya cupressoides,11.891492218805562,23.545754960054477,177,35.61464049738764,0.1063681663852437,61,57.8103194556448
335,Loslagos,Punta Arenas,Fitzroya cupressoides,13.842575069998938,26.76490780416364,246,40.10024681504559,0.0823491439642855,41,73.94127727679745
336,Magallanes y de la Antártica Chilena,Pto. Montt,Fitzroya cupressoides,14.939939633502684,29.191204271088736,206,38.37249434613448,0.0027012168341634,64,20.67108936746077
337,Los Ríos,Coyhaique,Nothofagus dombeyi,15.241401401997036,26.16955836275545,481,64.26938245403876,0.4326013259569272,42,18.84330915333883
338,Aysén,Puertomontt,Nothofagus obliqua,12.85196278020938,39.63182742852817,370,23.825784699982503,0.5032639009008144,16,83.76741228578653
339,Magallanes y de la Antártica Chilena,Punta Arenas,Nothofagus pumilio,16.001197867307397,44.14295106004421,489,74.60220839038362,0.6376640461485906,79,70.0918694258066
340,Magallanes y de la Antártica Chilena,Puertomontt,Nothofagus dombeyi,15.041396371667169,38.62910742958214,343,45.42592150829166,0.2960638407125858,116,57.18236806224628
341,Aysén,Puerto Montt,Laurelia sempervirens,11.762135022128003,12.288028348451366,172,59.22368231236033,0.71042471638678,117,71.53494319967425
342,Magallane,Pto. Montt,Nothofagus pumilio,11.00904687789368,23.58026337698165,456,57.93061882045596,0.1693318574069415,88,44.30834890453107
343,Aysenn,Coyhaique,Nothofagus pumilio,18.041827714474188,28.213478809678048,567,52.268476823097785,0.8319900531103473,77,70.67645978473013
344,Los Lagos,Valdivia,Nothofagus pumilio,17.621630179989527,11.53726740649924,453,40.98970907783661,0.5718483288904456,5,39.744239301962864
345,Aysenn,Valdivia,Fitzroya cupressoides,15.285681775806315,21.2410828285072,521,68.63558844391781,0.5838898233720484,62,29.527565799408187
346,Aysenn,Pto. Montt,Nothofagus pumilio,19.620977329951007,28.085700307674497,125,42.27723101418344,0.2097754137791081,7,68.32107370343749
347,Aysenn,Valdivia,Nothofagus obliqua,5.193361719161828,25.510259188709384,309,39.03127013418644,0.0741087493003882,67,43.57378337258147
348,Magallane,Validvia,Nothofagus pumilio,12.178026792466484,30.086501773089186,191,63.165654252853,0.4647248030806714,25,88.51016834609558
349,Magallanes y de la Antártica Chilena,Puerto Montt,Fitzroya cupressoides,9.21841443832678,16.191716387230457,224,52.18624429305305,0.615611951922359,27,37.95881458464808
350,Aysenn,Puertomontt,Nothofagus pumilio,26.281361325689254,25.39717649283164,534,70.36732362674302,0.0950464586616856,13,83.73819364248527
351,Magallanes y de la Antártica Chilena,Punta Arenas,Laurelia sempervirens,18.566099101979933,31.51909750726579,172,49.059993628167504,0.9505344745281666,87,84.63700388536635
352,Los Ríos,Validvia,Laurelia sempervirens,14.60469008170862,30.102014714248703,579,40.2368694095638,0.9804143602328068,113,29.34823576517969
353,Losrios,Coyhaique,Fitzroya cupressoides,18.92495289423078,34.46893577647883,222,54.12115209535848,0.545456695392492,59,73.85769452704108
354,Magalanes,Puertomontt,Nothofagus obliqua,20.58137831877557,33.88574361997533,408,43.28574265868895,0.9500691552734062,114,44.64596041156521
355,Magalanes,Pta. Arenas,Nothofagus obliqua,20.528158457620357,25.928930312458355,283,40.67116233041442,0.179445237580853,23,83.40197817842784
356,Aysén,Coyhaique,Nothofagus dombeyi,19.608517425501766,31.20118883075122,286,62.47832290483811,0.0254206851795248,66,46.0099418108191
357,Los Lagos,Validvia,Fitzroya cupressoides,13.687298383589692,22.00006905304964,297,77.47332600912542,0.0394095352903899,91,69.54429738698929
358,Magallane,Punta Arenas,Nothofagus pumilio,12.49317290258024,27.29771680972712,177,46.30307312122264,0.5875124794267791,95,47.35739273310383
359,Losrios,Puerto Montt,Fitzroya cupressoides,10.189054100096572,19.443825280502946,447,35.37888220571104,0.0616418834368235,95,28.224060457028493
360,Aysén,Coihaique,Nothofagus dombeyi,17.512236333645035,40.65424432276258,285,47.69815475150272,0.9585456068240872,43,25.948010315574905
361,Magallane,Puerto Montt,Fitzroya cupressoides,14.205321323356094,27.26505699469268,443,57.72201844843885,0.1419332107593985,104,44.03449554050765
362,Los Ríos,Valdivia,Fitzroya cupressoides,12.90764484741402,40.63943446228063,352,53.862192927162056,0.3047228060529786,80,70.4395725611372
363,Los Ríos,Coyhaique,Nothofagus dombeyi,12.646693191360988,33.11496068688446,112,67.91347541707569,0.8225178019983485,31,58.40571881446135
364,Los Lagos,Valdivia,Nothofagus obliqua,22.250963153173444,21.143377383437688,398,59.9763475741355,0.218740323104093,50,65.09034319204346
365,Aysén,Valdivia,Nothofagus pumilio,19.76340206420836,32.5110659900152,175,33.44885797835137,0.2429684584545706,38,32.5861080585554
366,Aysén,Punta Arenas,Nothofagus dombeyi,24.151969280640827,38.09718265087845,150,42.60022474038837,0.6423089557910182,37,48.51482767660844
367,Los Lagos,Puerto Montt,Laurelia sempervirens,17.645081499460545,29.224192083974867,374,29.28748820037012,0.2760860884892623,96,13.55162119754616
368,Los Lagoss,Coihaique,Nothofagus obliqua,15.28477220127449,30.740293523412383,248,67.17019018445282,0.2174476340077002,99,75.40259327664965
369,Aysén,Valdivia,Laurelia sempervirens,14.872987746275376,24.48542691644922,318,20.12169102092899,0.2541777143056575,100,89.19137297918996
370,Aysén,Valdivia,Nothofagus obliqua,9.898492263692637,30.241032264773477,221,30.750015040665318,0.4906474993407268,54,42.55032500997367
371,Magallanes y de la Antártica Chilena,Coihaique,Nothofagus pumilio,8.692905041242996,32.37898188802142,310,42.3229630099224,0.966099872731482,24,10.877092250523468
372,Magalanes,Valdivia,Nothofagus pumilio,17.53670510946437,24.211841858814896,379,58.45876104657225,0.8322379415612283,44,23.58341116407579
373,Los Lagos,Pta Arenas,Fitzroya cupressoides,10.326606447583726,19.20704063320345,125,42.17519879441523,0.2846102645601771,103,62.20215022003351
374,Magallanes y de la Antártica Chilena,Pta Arenas,Laurelia sempervirens,16.05728876933618,42.87970499583194,272,44.52155879428262,0.3633732084980977,99,58.96634545630874
375,Los Ríos,Pta. Arenas,Nothofagus obliqua,20.57733341547606,36.04120505984741,255,44.8170819009095,0.4645122505040774,62,73.02917756684352
376,Magallane,Pta Arenas,Nothofagus pumilio,11.672730334845518,24.52341894628616,337,52.59173933537369,0.9789296470169904,35,30.31072087688545
377,Magallane,Valdivia,Nothofagus dombeyi,25.05240817295789,32.19657257158055,475,31.69232697094997,0.1723904683357157,42,71.09055324377073
378,Los Rios,Coihaique,Nothofagus pumilio,10.046524395279503,15.214213323270108,181,35.79234427927929,0.3574831034918828,90,65.03872172189358
379,Los Lagos,Coyhaique,Nothofagus dombeyi,19.950973782449232,10.22929026089644,591,75.21385548193837,0.729426093982715,49,35.82515981710746
